file,nblyzer,extension
710,0.002634265206076882,0.002423373135653409
1051,7.063150405883789e-05,0.00011676549911499023
489,9.083747863769531e-05,8.940696716308594e-05
2175,0.00018334388732910156,0.0001761913299560547
900,9.965896606445312e-05,8.678436279296875e-05
1477,7.283687591552734e-05,6.73532485961914e-05
1947,0.0125608891248703,0.010553538799285889
443,0.000110626220703125,9.107589721679688e-05
2239,7.617473602294922e-05,7.510185241699219e-05
979,0.0001341104507446289,0.0001100301742553711
878,0.0020619630813598633,0.0018607378005981445
1959,6.026029586791992e-05,5.4895877838134766e-05
1374,0.001586318016052246,0.0012867450714111328
410,0.00020265579223632812,0.0001114209493001302
1224,0.0006545782089233398,0.000582575798034668
1635,0.002627849578857422,0.002686670848301479
2156,0.0014324188232421875,0.0019234418869018555
1216,0.00016182661056518555,0.00016885995864868164
1798,5.817413330078125e-05,6.985664367675781e-05
474,7.843971252441406e-05,0.0001304149627685547
1512,0.002600431442260742,0.0027206738789876304
63,0.000992727279663086,0.0012979507446289062
1991,0.001657724380493164,0.002237468957901001
748,18.83284032344818,31.00096905231476
2114,0.04177594184875488,0.06826841831207275
604,0.021335840225219727,0.023923873901367188
1283,6.437301635742188e-05,5.7220458984375e-05
119,5.6743621826171875e-05,5.4001808166503906e-05
692,9.783109029134114e-05,0.0002556641896565755
1480,8.33272933959961e-05,6.67572021484375e-05
1615,8.463859558105469e-05,7.82012939453125e-05
1108,0.00011849403381347656,7.929801940917969e-05
609,0.00011438131332397461,9.644031524658203e-05
444,0.00019288063049316406,8.845329284667969e-05
2390,0.002750396728515625,0.002735137939453125
468,0.00012675921122233072,0.00012977917989095053
704,8.328755696614583e-05,6.90619150797526e-05
1204,7.796287536621094e-05,7.176399230957031e-05
760,9.1552734375e-05,8.225440979003906e-05
1141,0.03721707207815988,0.03775841849190848
2099,0.0009140968322753906,0.0010263919830322266
787,6.35385513305664e-05,5.543231964111328e-05
1136,7.76052474975586e-05,7.355213165283203e-05
2387,7.271766662597656e-05,6.568431854248047e-05
256,6.842613220214844e-05,6.930033365885417e-05
2069,6.771087646484375e-05,7.367134094238281e-05
1454,7.184346516927083e-05,6.930033365885416e-05
1210,7.259845733642578e-05,6.592273712158203e-05
1895,7.557868957519531e-05,6.707509358723958e-05
2089,0.06593918800354004,0.06886637210845947
1259,6.580352783203125e-05,5.91278076171875e-05
165,0.0001468658447265625,0.0001373291015625
547,8.191381181989397e-05,8.760179792131697e-05
490,0.0001932382583618164,0.00016880035400390625
1266,0.00010251998901367188,7.915496826171875e-05
1598,0.00017523765563964844,0.00012362003326416016
1174,0.00014328956604003906,7.033348083496094e-05
1443,0.00034499168395996094,0.00035961469014485675
1145,8.761882781982422e-05,0.0001691579818725586
1941,0.002441692352294922,0.002480745315551758
1009,0.00015807151794433594,0.00016641616821289062
1209,6.850560506184895e-05,6.492932637532553e-05
259,0.0016372203826904297,0.0020278215408325194
2127,0.0027459008353097098,0.003004789352416992
1725,0.00027310848236083984,0.000286102294921875
825,9.459257125854492e-05,8.296966552734375e-05
653,0.00011873245239257812,0.0001074075698852539
2418,7.120768229166667e-05,0.00010498364766438802
1047,0.00010180473327636719,9.691715240478516e-05
2085,0.002687760761805943,0.002646071570260184
80,0.0003052949905395508,0.00030601024627685547
1305,9.989738464355469e-05,5.424022674560547e-05
824,8.785724639892578e-05,6.663799285888672e-05
16,0.00019057591756184897,0.0001312096913655599
1269,7.104873657226562e-05,0.0001862049102783203
1998,0.00014603137969970703,0.00013571977615356445
1486,0.0028987407684326174,0.0030832290649414062
464,0.008652249972025553,0.008303006490071615
101,0.00015246868133544922,0.00014030933380126953
95,0.00011920928955078125,0.00010502338409423828
2107,7.414817810058594e-05,6.258487701416016e-05
500,8.153915405273438e-05,7.128715515136719e-05
1463,0.00010216236114501953,9.72747802734375e-05
1536,0.012128353118896484,0.013438940048217773
2369,7.522106170654297e-05,6.717443466186523e-05
324,0.04896193392136518,0.04511115130256204
1433,6.771087646484375e-05,7.74065653483073e-05
1533,8.072853088378907e-05,7.224082946777344e-05
1807,0.0028817994253976004,0.0028526101793561664
1037,8.845329284667969e-05,7.724761962890625e-05
2405,8.940696716308594e-05,7.677078247070312e-05
173,0.0001609325408935547,0.00014328956604003906
496,0.0002716382344563802,0.0004932880401611328
1300,9.012222290039062e-05,0.0001633167266845703
2011,7.319450378417969e-05,6.643931070963542e-05
1116,0.00012699762980143228,0.00012763341267903647
2357,6.628036499023438e-05,6.568431854248047e-05
644,23.08281021647983,32.942647775014244
62,0.0002381006876627604,0.00021568934122721353
40,0.005698442459106445,0.005580289023263114
1213,9.012222290039062e-05,7.605552673339844e-05
2361,0.0019483566284179688,0.002751171588897705
34,0.0014582662021412568,0.0015068755430333754
1207,0.010014216105143229,0.009748538335164389
1412,0.00016605854034423828,7.593631744384766e-05
475,0.00011301040649414062,0.00010907649993896484
2257,0.000444332758585612,0.0006536642710367838
482,0.00011873245239257812,0.0001068115234375
1985,0.0006311734517415365,0.000537872314453125
479,0.009202289581298827,0.008768939971923828
542,7.021427154541016e-05,0.00015544891357421875
316,0.06771639982859294,0.07014425595601399
136,0.00013113021850585938,0.00011658668518066406
592,0.00018584728240966797,0.00017559528350830078
1966,0.00010526180267333984,7.975101470947266e-05
1620,0.002238559722900391,0.0027025699615478515
1565,9.655952453613281e-05,9.679794311523438e-05
125,0.0001302957534790039,0.0001176595687866211
1816,7.56978988647461e-05,6.437301635742188e-05
1459,0.0001348257064819336,0.0001329183578491211
1659,0.0007529258728027344,0.0005284309387207031
701,8.344650268554688e-05,7.295608520507812e-05
1555,0.035890817642211914,0.028872013092041016
389,8.591016133626302e-05,6.850560506184895e-05
1612,0.00042939186096191406,0.0004214048385620117
1904,6.437301635742188e-05,6.175041198730469e-05
175,0.00010395050048828125,0.00010061264038085938
164,0.0005085468292236328,0.0004038810729980469
470,0.00024247169494628906,0.00013637542724609375
2033,7.30752944946289e-05,6.580352783203125e-05
1049,0.004294037818908691,0.003904581069946289
1677,0.0001266002655029297,0.0001380443572998047
449,0.00012046098709106445,0.0001258254051208496
2272,0.00011432170867919922,0.00022423267364501953
733,8.31286112467448e-05,7.232030232747397e-05
2407,0.00045990943908691406,0.0004608631134033203
216,0.00013208389282226562,9.489059448242188e-05
1048,0.00015246868133544922,0.00013643503189086914
1578,0.00034999847412109375,0.00034275054931640623
971,0.00026702880859375,0.0004506111145019531
1515,0.00014317035675048828,0.0001233816146850586
2140,0.00022101402282714844,0.00020933151245117188
1661,0.00021839141845703125,0.0001628398895263672
953,8.559226989746094e-05,9.822845458984375e-05
605,6.186962127685547e-05,6.0558319091796875e-05
808,0.00015664100646972656,0.00021767616271972656
260,0.010416269302368164,0.014957427978515625
966,1.727417876985338,1.645863856209649
2316,0.00013168652852376303,0.00011968612670898438
550,8.213520050048828e-05,8.285045623779297e-05
934,0.0001022020975748698,0.00010045369466145833
1183,7.18832015991211e-05,7.212162017822266e-05
632,0.0001373291015625,0.00011920928955078125
1927,0.00010132789611816406,0.00011920928955078125
2397,0.0002758502960205078,0.00014019012451171875
1121,5.541907416449653e-05,5.7591332329644094e-05
1973,0.00013677279154459635,0.00012421607971191406
1277,7.009506225585938e-05,0.00010728836059570312
1371,0.00014448165893554688,0.0002288818359375
1314,9.202957153320312e-05,0.00011277198791503906
525,0.00012612342834472656,0.0001125335693359375
877,0.00010712941487630208,0.00011881192525227864
2302,9.965896606445312e-05,8.96453857421875e-05
1722,9.059906005859375e-05,0.00017118453979492188
1642,0.00011018911997477214,0.00012218952178955078
1670,0.0024503469467163086,0.0024146238962809243
1564,0.00016069412231445312,0.00017213821411132812
47,0.004999944141932896,0.006397690091814313
1691,0.000510549545288086,0.0006237030029296875
676,0.003833174705505371,0.004778861999511719
616,8.082389831542969e-05,7.581710815429688e-05
348,0.0001895427703857422,0.00017440319061279297
1095,0.0002593994140625,0.0002079010009765625
1604,0.0008941292762756348,0.0009256601333618164
2186,0.0030821959177652993,0.003104130427042643
1100,8.859634399414063e-05,8.015632629394531e-05
25,0.009348869323730469,0.014310836791992188
502,0.00010259946187337239,7.62939453125e-05
132,0.0030997140066964285,0.00287801878792899
147,0.00010991096496582031,0.0001437664031982422
1840,0.0031552910804748535,0.0031713247299194336
1873,0.0001423358917236328,0.0001366734504699707
2262,8.157889048258464e-05,9.64800516764323e-05
927,0.00020003318786621094,0.00015866756439208984
2001,0.0012054840723673503,0.0005258321762084961
944,0.002642523158680309,0.0026074106043035335
963,0.00623011589050293,0.006967067718505859
1979,0.003641784191131592,0.0035976767539978027
600,9.21487808227539e-05,9.012222290039062e-05
1177,8.734067281087239e-05,6.190935770670573e-05
299,0.00011992454528808594,0.00010943412780761719
19,7.748603820800781e-05,9.322166442871094e-05
2396,6.079673767089844e-05,6.413459777832031e-05
1352,5.316734313964844e-05,4.8995018005371094e-05
1770,5.7697296142578125e-05,5.459785461425781e-05
2059,8.7738037109375e-05,8.0108642578125e-05
1226,6.961822509765625e-05,9.147326151529948e-05
830,8.734067281087239e-05,7.843971252441406e-05
1020,0.00013494491577148438,0.00012697776158650717
319,0.00014281272888183594,0.0001277923583984375
2212,0.0001281102498372396,0.0001285076141357422
1509,0.0001736283302307129,0.00015157461166381836
2072,0.00010538101196289062,0.0001010894775390625
1726,0.0013158321380615234,0.0014812946319580078
1243,0.00011348724365234375,0.00011157989501953125
1113,9.119510650634766e-05,8.487701416015625e-05
890,0.00010037422180175781,6.937980651855469e-05
378,7.724761962890625e-05,7.271766662597656e-05
606,0.003051417214529855,0.0015166146414620535
1135,0.00017910003662109376,0.00026874542236328126
920,0.00013399124145507812,0.00012826919555664062
1780,0.0025552749633789063,0.0022104263305664064
1964,0.0009534358978271484,0.0013539791107177734
529,7.279713948567708e-05,6.67572021484375e-05
932,0.004529555638631185,0.004837910334269206
902,0.02276468276977539,0.02236461639404297
1862,0.00013494491577148438,8.96453857421875e-05
714,0.010374704996744791,0.011903127034505209
2394,7.295608520507812e-05,8.082389831542969e-05
590,0.00012433528900146484,0.00011360645294189453
230,0.0072438716888427734,0.009504357973734537
1785,0.0024328231811523438,0.002102947235107422
6,0.00020623207092285156,0.00019812583923339844
1215,9.608268737792969e-05,6.99758529663086e-05
722,9.036064147949219e-05,8.559226989746094e-05
562,0.00011698404947916667,9.751319885253906e-05
404,0.00010335445404052734,0.00013434886932373047
2220,0.00011146068572998047,0.00010913610458374023
2121,6.473064422607422e-05,6.479024887084961e-05
1090,7.18832015991211e-05,7.474422454833984e-05
680,9.036064147949219e-05,8.559226989746094e-05
952,0.00011110305786132812,0.00010514259338378906
2178,8.654594421386719e-05,7.796287536621094e-05
811,0.00013740857442220053,0.00010196367899576823
2329,7.927417755126953e-05,7.140636444091797e-05
536,0.0012389591761997768,0.0014494146619524275
1664,7.62939453125e-05,6.866455078125e-05
451,0.0031028010628440165,0.002610401673750444
2137,0.00010567903518676758,0.00013273954391479492
2073,0.0002067089080810547,0.00020122528076171875
326,0.0001316070556640625,8.487701416015625e-05
388,0.00015783309936523438,0.00010824203491210938
967,0.00010156631469726562,0.00012040138244628906
1774,6.854534149169922e-05,8.738040924072266e-05
2293,0.010040078844342912,0.010854789188929967
603,0.0001024007797241211,8.606910705566406e-05
1771,7.796287536621094e-05,7.104873657226562e-05
2259,9.632110595703125e-05,8.702278137207031e-05
1897,8.654594421386719e-05,7.724761962890625e-05
1662,0.00012373924255371094,7.224082946777344e-05
1716,0.0010239283243815105,0.0011588732401529949
1850,0.0007490317026774088,0.0006639957427978516
561,8.606910705566406e-05,7.653236389160156e-05
1232,7.05718994140625e-05,5.936622619628906e-05
809,0.00010156631469726562,0.00023221969604492188
1246,0.00010073184967041016,8.487701416015625e-05
1296,0.00010204315185546875,9.584426879882812e-05
224,0.00010228157043457031,0.00012874603271484375
821,0.0001042485237121582,8.660554885864258e-05
367,0.00021514892578125,0.00018727779388427734
1718,34.05074258645376,30.643218755722046
354,0.00017333030700683594,0.00015342235565185547
1622,92.67149102687836,81.03272426128387
891,0.0001360177993774414,0.00011372566223144531
770,0.00012524922688802084,0.00016864140828450522
1330,0.22977042198181152,0.3371765613555908
2420,0.0005463361740112305,0.00042110681533813477
816,0.002870321273803711,0.0044907331466674805
144,0.001086115837097168,0.0009627938270568848
734,0.0005780458450317383,0.001107931137084961
2197,0.015230298042297363,0.013405084609985352
563,0.00016800562540690103,0.0001453558603922526
112,0.0003075122833251953,0.00017580986022949218
2141,0.00018405914306640625,0.0001583099365234375
2194,0.00044878323872884113,0.0002377033233642578
323,0.0001348257064819336,0.0001227855682373047
1218,8.869171142578125e-05,7.939338684082031e-05
1917,0.000274658203125,0.00026035308837890625
2050,0.00021346410115559897,0.00018827120463053385
810,0.002280064991542271,0.00236337525503976
548,0.00017499923706054688,0.00013359387715657553
1271,0.00017881393432617188,0.00016427040100097656
1458,9.524822235107422e-05,7.76052474975586e-05
398,0.00019331773122151694,9.636084238688151e-05
1665,7.828076680501302e-05,6.985664367675781e-05
2161,9.870529174804688e-05,8.440017700195312e-05
1346,0.00019407272338867188,0.0001666545867919922
1085,0.00016411145528157553,0.0001567204793294271
1031,0.00011134147644042969,0.00010120868682861328
2326,0.00011777877807617188,9.012222290039062e-05
327,0.0002530813217163086,0.00021541118621826172
1442,6.449222564697266e-05,4.875659942626953e-05
785,0.0002574920654296875,0.00022864341735839844
873,9.09566879272461e-05,7.915496826171875e-05
229,0.00013375282287597656,0.00010395050048828125
842,6.659825642903645e-05,5.165735880533854e-05
160,0.00010418891906738281,8.7738037109375e-05
802,0.00016188621520996094,0.00011396408081054688
149,0.0001437664031982422,0.00016379356384277344
2234,0.0004706382751464844,0.0004649162292480469
13,0.00011444091796875,0.0001049041748046875
508,9.012222290039062e-05,8.034706115722656e-05
2158,0.0005469322204589844,0.000621795654296875
335,0.00011944770812988281,6.270408630371094e-05
9,8.618831634521484e-05,7.390975952148438e-05
1556,0.00012087821960449219,8.988380432128906e-05
1808,0.0001358191172281901,0.00011849403381347656
699,0.00042899449666341144,0.0004398822784423828
907,9.942054748535156e-05,8.535385131835938e-05
1532,0.0003497600555419922,0.00035389264424641925
2176,0.0012438297271728516,0.0014354387919108074
1494,0.0030503273010253906,0.00289305051167806
1117,0.00016498565673828125,6.4849853515625e-05
1252,9.226799011230469e-05,8.416175842285156e-05
1249,8.473396301269531e-05,8.082389831542969e-05
930,0.00246235728263855,0.002325296401977539
962,0.00013065338134765625,8.440017700195312e-05
1436,0.00010418891906738281,6.67572021484375e-05
261,0.013012170791625977,0.016748428344726562
683,0.00020486967904227122,0.00013896397181919644
2160,7.804234822591145e-05,7.120768229166667e-05
1368,8.52346420288086e-05,7.069110870361328e-05
1948,7.073084513346355e-05,6.175041198730469e-05
128,9.131431579589844e-05,6.771087646484375e-05
2079,8.392333984375e-05,6.341934204101562e-05
896,9.298324584960938e-05,7.923444112141927e-05
1709,0.00437849760055542,0.0053768157958984375
792,0.00010061264038085938,6.65585199991862e-05
1517,0.00010085105895996094,6.914138793945312e-05
351,0.4319828987121582,0.40166444778442384
1599,0.0010201454162597657,0.0007654666900634765
365,0.00022542476654052734,0.0001569986343383789
827,0.00010085105895996094,9.02414321899414e-05
725,0.0007906754811604818,0.0012619495391845703
1429,8.432070414225261e-05,6.25451405843099e-05
1561,0.0005567550659179687,0.0005356788635253907
5,9.775161743164062e-05,7.414817810058594e-05
82,0.0001190389905657087,0.0001358304704938616
106,6.628036499023438e-05,6.687641143798828e-05
987,7.081031799316406e-05,5.91278076171875e-05
1325,0.00905001163482666,0.013731771045260958
1447,7.120768229166667e-05,5.205472310384115e-05
97,0.00405588150024414,0.004488849639892578
1812,9.298324584960938e-05,9.083747863769531e-05
543,0.0006161928176879883,0.0005627870559692383
1489,0.0002319812774658203,0.00022792816162109375
2146,0.00014221668243408203,0.00011241436004638672
532,9.894371032714844e-05,6.914138793945312e-05
1424,0.0003572702407836914,0.0001615285873413086
650,0.00019121170043945312,0.0001518726348876953
648,0.00012624263763427734,0.0001131296157836914
720,0.00011420249938964844,0.0001074075698852539
1058,0.00016570091247558594,0.00013196468353271484
1731,0.022958119710286457,0.02072604497273763
875,0.00021785497665405273,0.00018846988677978516
1707,9.751319885253906e-05,8.535385131835938e-05
1017,0.00035190582275390625,0.00016842569623674666
916,0.0001407350812639509,0.00010510853358677455
557,0.00011658668518066406,7.021427154541016e-05
1391,0.0001404285430908203,0.0001385211944580078
1497,0.007349491119384766,0.009069085121154785
569,0.14241886138916016,0.1484467549757524
1634,0.00021274884541829428,0.00014766057332356772
206,0.003869930903116862,0.006206989288330078
998,0.00016045570373535156,0.00014448165893554688
813,0.002487659454345703,0.002235889434814453
1137,0.00015270709991455078,0.0001074075698852539
924,0.00010609626770019531,7.128715515136719e-05
1699,0.13854788030896867,0.13469411645616805
1527,0.00013327598571777344,6.830692291259766e-05
1317,8.368492126464844e-05,5.822181701660156e-05
1304,9.495019912719727e-05,9.751319885253906e-05
1583,0.004500031471252441,0.0031101107597351074
1039,0.00014225641886393228,0.00010593732198079427
881,0.0010696252187093098,0.0008903344472249349
436,0.0002535581588745117,0.00023376941680908203
2119,6.961822509765625e-05,6.604194641113281e-05
1574,0.0002415180206298828,5.586942036946615e-05
377,0.00013828277587890625,0.00012028217315673828
1518,9.942054748535156e-05,5.960464477539062e-05
124,0.00028967857360839844,0.00026857852935791016
1586,7.474422454833984e-05,6.103515625e-05
2213,0.0001550912857055664,0.00022351741790771484
1251,0.00017571449279785156,0.00010395050048828125
87,0.00024108091990152994,0.00023889541625976562
872,0.00019562244415283203,0.00015723705291748047
1714,0.002084636688232422,0.001967334747314453
1016,8.087498801095145e-05,6.78811754499163e-05
2008,0.00017261505126953125,0.00010609626770019531
402,0.00011849403381347656,9.369850158691406e-05
1529,0.00013136863708496094,0.00011229515075683594
18,0.0006547768910725912,0.0007723172505696615
442,0.1263113639972828,0.1224500956358733
2195,0.0018749237060546875,0.0020265579223632812
386,0.0001843571662902832,0.00017058849334716797
215,0.015055418014526367,0.017185688018798828
1418,6.639957427978516e-05,6.80685043334961e-05
1151,0.004085183143615723,0.00421912670135498
493,0.00030994415283203125,0.00029206275939941406
2196,7.367134094238281e-05,6.119410196940105e-05
1389,0.00015282630920410156,0.0001087188720703125
2249,0.00014777183532714843,0.00011372566223144531
329,0.0003142356872558594,0.00024509429931640625
549,0.0008423782530285063,0.0006949106852213541
1103,0.0009557247161865234,0.0009111881256103516
1491,0.00044465065002441406,0.0004258155822753906
1180,0.0010967254638671875,0.0010612964630126952
2275,0.0029648303985595702,0.0024773597717285155
1690,0.010404189427693685,0.009803851445515951
1416,0.0001773834228515625,0.00013780593872070312
1130,0.00712662935256958,0.006238102912902832
1597,0.00020265579223632812,0.00018477439880371094
1244,8.487701416015625e-05,8.265177408854166e-05
2201,0.00013905763626098633,0.00012797117233276367
2309,0.0002943674723307292,0.0002442200978597005
940,8.368492126464844e-05,6.318092346191406e-05
1221,0.0013750553131103515,0.001949167251586914
976,9.703636169433594e-05,8.249282836914062e-05
1437,0.00016248226165771484,9.524822235107422e-05
1647,0.00013049443562825522,8.805592854817708e-05
1826,0.00010212262471516927,8.487701416015625e-05
1924,0.005444560732160296,0.004467896052769252
275,0.0001125335693359375,9.512901306152344e-05
705,0.0910780770438058,0.08454295567103795
610,8.722714015415736e-05,6.103515625e-05
568,0.00012755393981933594,0.00010156631469726562
1194,9.34600830078125e-05,6.651878356933594e-05
1029,0.00013208389282226562,0.00010124842325846355
1502,0.00012755393981933594,0.00010752677917480469
1469,0.00010609626770019531,0.0001239776611328125
2034,0.00014829635620117188,0.00014019012451171875
171,0.00010263919830322266,8.976459503173828e-05
387,0.00014543533325195312,0.0001380443572998047
522,0.0001327991485595703,0.00010784467061360677
861,0.00013717015584309897,7.573763529459636e-05
423,0.0003688335418701172,0.00039577484130859375
829,0.00010859966278076172,0.00010704994201660156
434,0.0001800060272216797,0.00013935565948486328
623,0.00014925003051757812,0.00011444091796875
702,0.00017754236857096353,0.00015751520792643228
641,9.059906005859375e-05,8.487701416015625e-05
2360,6.596247355143228e-05,5.237261454264323e-05
1591,0.00012731552124023438,9.1552734375e-05
627,0.0003058910369873047,0.0002368291219075521
1482,0.00010156631469726562,7.545948028564453e-05
481,0.0002315044403076172,0.00022482872009277344
1439,0.0002942681312561035,0.00044476985931396484
1451,7.712841033935547e-05,7.700920104980469e-05
176,7.144610087076823e-05,4.601478576660156e-05
839,0.00022417306900024414,8.785724639892578e-05
1426,0.00010824203491210938,7.849931716918945e-05
408,0.00014739036560058595,0.00012995402018229168
1450,8.797645568847656e-05,7.081031799316406e-05
122,0.000986194610595703,0.0010164737701416015
1147,0.00013709068298339844,0.00011244416236877441
438,0.0002636909484863281,0.00016268094380696615
2286,7.426738739013672e-05,6.854534149169922e-05
1064,0.00010530153910319011,6.667772928873697e-05
495,0.0002455711364746094,0.0001424551010131836
1395,0.0007255077362060547,0.0007810592651367188
1287,0.00010132789611816406,8.058547973632812e-05
1179,0.00011566707066127233,0.00021008082798549106
2062,9.282430013020833e-05,7.796287536621094e-05
614,0.00013788541158040365,0.00010132789611816406
418,0.00045270919799804686,0.00043659210205078126
1939,0.0003663301467895508,0.0003228187561035156
1823,0.40007686614990234,0.6414544979731241
856,6.973743438720703e-05,5.507469177246094e-05
2238,0.021895170211791992,0.03599905967712402
333,0.00010480880737304688,8.459091186523438e-05
1124,0.00016880035400390625,0.00011974573135375977
526,0.014816199030194963,0.013453142983572823
582,0.09976545969645183,0.11196939150492351
158,0.00014781951904296875,0.00028824806213378906
894,0.00011301040649414062,8.058547973632812e-05
2199,8.455912272135417e-05,7.406870524088542e-05
1015,8.28107198079427e-05,9.314219156901042e-05
2093,0.00017881393432617188,7.128715515136719e-05
2362,0.00011587142944335938,8.96453857421875e-05
2189,7.56978988647461e-05,5.6862831115722656e-05
504,0.0001777921404157366,0.00016154561723981584
283,0.00013399124145507812,9.608268737792969e-05
1373,0.00015354156494140625,0.000156402587890625
93,0.0001914501190185547,0.00014722347259521484
538,0.00013709068298339844,0.0001566012700398763
1423,9.369850158691406e-05,6.818771362304688e-05
339,0.0002128124237060547,0.00016803741455078124
484,0.00011269251505533855,8.932749430338542e-05
2192,0.00011992454528808594,0.00010776519775390625
2412,0.009158730506896973,0.011051654815673828
1987,0.00014328956604003906,8.344650268554688e-05
1799,0.00028902292251586914,0.00018286705017089844
2251,0.0001291036605834961,0.00010275840759277344
1321,6.687641143798828e-05,5.173683166503906e-05
1753,0.0006344318389892578,0.00039831797281901043
2347,0.007254203160603841,0.0073468685150146484
59,0.00022655266981858475,0.0001828303703894982
1386,0.00015342235565185547,0.00011909008026123047
2400,0.0006126880645751954,0.0004771232604980469
1795,0.001413106918334961,0.0011560916900634766
2200,0.03146924291338239,0.02929755619594029
1059,9.465217590332031e-05,6.937980651855469e-05
1212,0.00011730194091796875,0.00013065338134765625
458,8.273124694824219e-05,6.699562072753906e-05
280,0.00015807151794433594,0.00010347366333007812
1640,0.0001800060272216797,0.00015997886657714844
585,0.00011444091796875,0.00010859966278076172
2331,0.00016260147094726562,0.00013375282287597656
2148,0.0004492282867431641,0.00038552284240722656
1476,0.000133514404296875,9.870529174804688e-05
108,0.0001713434855143229,0.0001242955525716146
2094,0.005252480506896973,0.008069515228271484
288,0.00011539459228515625,9.679794311523438e-05
1865,7.534027099609375e-05,6.0558319091796875e-05
1462,0.00010037422180175781,8.881092071533203e-05
1335,0.0002713203430175781,0.00024437904357910156
1487,0.0017752647399902344,0.002113199234008789
558,0.013950036122248722,0.019268310987032376
424,0.00015852186414930556,0.00013113021850585938
1950,0.00012532869974772135,8.138020833333333e-05
2410,6.520748138427734e-05,5.364418029785156e-05
50,0.00011146068572998047,9.572505950927734e-05
954,0.001285552978515625,0.0015570322672526042
1331,0.00017976760864257812,0.00011897087097167969
1967,0.00014209747314453125,0.00013823509216308593
234,8.352597554524739e-05,7.430712381998698e-05
851,0.00022101402282714844,0.00018227100372314453
110,0.00012675921122233072,0.00010665257771809895
1881,0.0002913475036621094,0.00022792816162109375
534,7.176399230957031e-05,5.0497055053710933e-05
1479,0.0001304149627685547,0.00010609626770019531
2244,0.0004535516103108724,0.00043090184529622394
1096,0.00017154216766357422,0.00015604496002197266
193,2.826419331810691,4.115626573562622
2383,0.02071102460225423,0.02259405453999837
1008,0.0005480289459228515,0.0005374431610107421
1579,8.463859558105469e-05,9.226799011230469e-05
2090,0.006150394678115845,0.004263967275619507
2222,0.00011038780212402344,0.00011372566223144531
1928,0.028966963291168213,0.028797805309295654
595,0.00011849403381347656,0.00010585784912109375
843,0.0024965831211635043,0.002555097852434431
1448,0.00010657310485839844,0.00014019012451171875
2082,7.772445678710938e-05,7.593631744384766e-05
